COD_ACIDENTE;DATA;HORA;NATUREZA;SEVERIDADE;LOG1;LOG2;NUMERO_REFERENCIA;BAIRRO;JURISDICAO;LATITUDE;LONGITUDE;TIPOCRUZAMENTO;CONTROLETRAFEGO;LOCAL;ILUMINAÇÃO;TEMPO;SUPERFÍCIE DA PISTA;PRIMEIRA FONTE;AMCBO;SAMU;PECOFE;PRF;PRE;SIM
IHB0578;2024-05-07;09:08:50;Colisão;Ferido;Nogueira Acioli;;330;Centro;;-3.7267988;-38.515876;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405070280;;;;
OEF9253;2024-05-08;14:14:22;Atropelamento;Ferido;General Sampaio;;822;Centro;;-3.7255792;-38.5304158;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405080443;;;;
RFC7434;2024-05-08;16:25:32;Queda;Ferido;Travessa Da Graviola;;165;Barroso;;-3.8201637;-38.5176682;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405080582;;;;
LHN0249;2024-05-08;20:39:02;Queda;Ferido;Travessa Rio Claro;Engenheiro Santana Junior;55;VARJOTA;Municipal;-3.734411589475413;-38.48109747162953;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405080841;;;;
ALP8325;2024-05-09;07:56:58;Queda;Ferido;Rua Irma Bazet;;874;Não informado;;-3.7658276;-38.550095;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405090170;;;;
RYX7721;2024-05-09;17:00:00;Colisão;Ferido;Rua Vicente De Castro;;1355;Cais Do Porto;Municipal;-3.7112404;-38.4711445;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;RYX7721;2405090728;565418;;;
SNE2747;2024-05-09;17:11:11;Colisão;Ferido;Rua Coronel Alexandrino;Rua Isaias Boris;Cruzamento;Montese;;-3.7675081;-38.549657;Cruzamento;;Não informado;;Não informado;;SAMU;;2405090737;;;;
ZYO6645;2024-05-09;18:51:42;Queda;Ferido;Osorio De Paiva;;7750;Siqueira;;-3.821083;-38.6181157;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405090858;;;;
SAS7763;2024-05-09;19:29:02;Colisão;Ferido;Avenida João Pessoa;Costa Prof. Costa Mendes;Cruzamento;DAMAS;Municipal;-3.7525153420242088;-38.549359515322664;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405090895;;;;
UOY0682;2024-05-09;19:35:30;Queda;Ferido;Urucutuba;;1671;Bom Jardim;;-3.798085;-38.6113284;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405090901;;;;
NQG3795;2024-05-09;20:40:00;Colisão;Ferido;Avenida Pessoa Anta;;411;PRAIA DE IRACEMA;Municipal;-3.720782675392375;-38.519615086875966;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;NQG3795;2405090992;565420;;;
PRN6430;2024-05-09;23:01:00;Colisão;Ferido;G - Cidade Jardim Ii;;Não informado;Prefeito Jose Walter;;-3.8398548;-38.5535608;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405091120;;;;
OZF5645;2024-05-11;13:53:37;Colisão;Ferido;Almirante Barroso;;977;Praia De Iracema;;-3.720069;-38.5140577;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405110531;;;;
CKT2182;2024-05-11;19:19:36;Colisão;Ferido;Equador;;779;Parangaba;;-3.7744717;-38.5525561;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405110847;;;;
CBL9029;2024-05-12;18:39:41;Queda;Ferido;Avenida Godofredo Maciel;;2640;Maraponga;Não informado;-3.8044711;-38.572465;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405120760;;;;
ULI6118;2024-05-12;21:30:24;Queda;Ferido;Leste Oeste;;Não informado;Barra Do Ceara;;-3.7051223;-38.5766626;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405120945;;;;
KNY1687;2024-05-13;08:06:21;Colisão;Ferido;Upa Jangurussu;;Não informado;Jangurussu;;-3.8392027;-38.5224355;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405130150;;;;
OMN2485;2024-05-14;10:38:13;Queda;Ferido;Rua 71;;Não informado;Prefeito Jose Walter;Não informado;-3.83066441009606;-38.554440926492454;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405140312;;;;
IZB6430;2024-05-15;17:33:10;Queda;Ferido;Oscar  Araripe;;2150;Bom Jardim;;-3.787654299999999;-38.6103685;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405150685;;;;
BUZ6514;2024-05-15;21:04:02;Queda;Ferido;Avenida Beira Mar;;Não informado;Meireles;Não informado;-3.725741;-38.4966461;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405150864;;;;
TGC6388;2024-05-16;17:18:00;Atropelamento;Ferido;Avenida Borges de Melo;;166;SAO JOAO DO TAUAPE;Municipal;-3.761272670292713;-38.52016761583399;Meio de quadra;Não há Controle;Residencial;Luz do Dia;Bom;Seca;AMCBO;975233;2405160724;;;;
UMJ2793;2024-05-16;20:47:55;Queda;Ferido;Rua Sargento João Pinheiro;;Não informado;Granja Lisboa;Não informado;-3.783706230945817;-38.62303570089931;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405160941;;;;
XLE2499;2024-05-17;00:00:00;Colisão;Ferido;Rua Professor José Silveira;RUA PEDRO SAMPAIO;;PASSARE;Municipal;-3.8092038;-38.5246049;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;XLE2499;;569018;;;
HEF6439;2024-05-17;07:30:00;Colisão Transversal;Ferido;R. Dr. Pedro Sampaio;Rua Professor José Silveira;;Não informado;Municipal;-3.809237834982907;-38.52465698675648;;Não há Controle;Não informado;;Não informado;;BEST;1503;;;;;
FVU7365;2024-05-17;07:43:12;Atropelamento;Ferido;Pedro Sampaio;R. Professor Silveira-Castelao;Cruzamento;Passare;;-3.8072834;-38.5224331;Cruzamento;;Não informado;;Não informado;;SAMU;;2405170154;;;;
CBJ7059;2024-05-17;17:33:58;Queda;Ferido;Tupipa;;500;Barra Do Ceara;;-3.714727;-38.5796478;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405170609;;;;
IYW1368;2024-05-17;18:45:26;Queda;Ferido;Avenida Contôrno;;Não informado;Edson Queiroz;Não informado;-3.770223615336506;-38.474289438656925;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405170660;;;;
DZQ8797;2024-05-17;19:48:52;Queda;Ferido;Julio Silva;;440;Antonio Diogo;;-3.7451497;-38.4541973;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405170716;;;;
VIO8244;2024-05-17;20:44:08;Queda;Ferido;Alencar De Oliveira;;106;Passare;;-3.8110912;-38.5189435;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405170765;;;;
AUG5120;2024-05-18;05:18:30;Queda;Ferido;Rua Miguel Gurgel;;Não informado;Messejana;Não informado;-3.840089992913765;-38.48238065992377;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405180091;;;;
UCW9736;2024-05-18;14:40:00;Colisão;Ferido;Avenida Doutor Mendel Steinbruch;;6240;CONJUNTO ESPERANCA;Estadual;-3.8301291666139594;-38.580785537224784;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;UCW9736;;567562;;;
MTG7407;2024-05-18;15:06:58;Queda;Ferido;Avenida Humberto Monte;;2723;Pici;Não informado;-3.7400268975176187;-38.568157704689185;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405180588;;;;
WSB5967;2024-05-19;02:00:01;Colisão;Ferido;BR 116;;Não informado;Aerolandia;;-3.774445;-38.51585;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405190061;;;;
ZPB7783;2024-05-19;04:30:28;Queda;Ferido;Leste Oeste;;Não informado;Pirambu;;-3.7072513;-38.5715349;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405190134;;;;
YHY2988;2024-05-19;12:17:37;Colisão;Ferido;Porto Velho;;44;Joao Xxiii;;-3.7690017;-38.581209;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405190452;;;;
RYH6085;2024-05-19;13:42:02;Queda;Ferido;Rua Viriato Ribeiro;;1927;Pici;;-3.7433206;-38.5678247;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405190528;;;;
DHO2739;2024-05-20;06:20:39;Queda;Ferido;Avenida Beira Mar;;2600;Meireles;;-3.7255493;-38.4975044;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405200102;;;;
YEC0514;2024-05-20;19:47:56;Colisão;Ferido;Independencia;;867;Quintino Cunha;;-3.7277147;-38.58835759999999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405200911;;;;
EIZ6605;2024-05-21;20:59:16;Colisão;Ferido;Bom Jesus;;1401;Bom Jardim;;-3.7933146;-38.6045438;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405210882;;;;
NKX5252;2024-05-22;10:30:59;Colisão;Ferido;Avenida Contôrno Sul;;Não informado;Jangurussu;Não informado;-3.8360275312948717;-38.51779118263465;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405220273;;;;
VTM1431;2024-05-22;22:46:24;Queda;Ferido;Jose Dantas Pereira;;447;Canindezinho;;-3.8218434;-38.6091151;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405220952;;;;
MZB3986;2024-05-23;18:05:06;Queda;Ferido;Rua Americo Vespucio;;1314;Serrinha;;-3.7902104;-38.5510036;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405230775;;;;
LST7815;2024-05-25;15:04:55;Queda;Ferido;Julio Silva;;440;Antonio Diogo;;-3.7451497;-38.4541973;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405250621;;;;
NXN1845;2024-05-25;18:17:18;Queda;Ferido;Avenida Washington Soares;;4330;Parque Manibura;;-3.7946166;-38.4803198;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405250801;;;;
IFO7200;2024-05-25;20:32:44;Queda;Ferido;Avenida Beira Mar;;2800;Meireles;;-3.7256114;-38.4967202;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405250927;;;;
YKQ5823;2024-05-26;07:46:43;Queda;Ferido;Avenida Senador Carlos Jereissati;;Não informado;DIAS MACEDO;Estadual;-3.783679467320031;-38.52192175941768;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;YKQ5823;2405260227;;;;
EER1496;2024-05-26;12:07:04;Queda;Ferido;Avenida Beira Mar;;Não informado;Mucuripe;Não informado;-3.72568075798375;-38.49182208468308;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405260375;;;;
SXN2753;2024-05-27;17:24:58;Queda;Ferido;Rua Emiliano De Almeida Braga (Cj Hab Novo Barroso);;1130;Passare;;-3.8197607;-38.523908;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405270730;;;;
SPQ5350;2024-05-29;07:34:53;Colisão;Ferido;Tenente Lisboa;;2818;Carlito Pamplona;;-3.719031299999999;-38.5605711;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2405290149;;;;
XAP8900;2024-05-29;08:21:46;Colisão;Ferido;Avenida Francisco Sá;;3175;Carlito Pamplona;Não informado;-3.7181328816543027;-38.55526164914089;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2405290186;;;;
XDI6606;2024-06-01;20:50:26;Queda;Ferido;Coronel Joao De Oliveira;;555;Messejana;;-3.8222722;-38.4906568;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406010857;;;;
HJY0193;2024-06-02;07:48:37;Queda;Ferido;RUA 3;;299;Ancuri;Não informado;-3.8697362769935153;-38.51973310008479;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406020187;;;;
NAQ3591;2024-06-02;16:27:18;Queda;Ferido;Godofredo Marciel;;6729;Mondubim;;-3.8266274;-38.5794965;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406020631;;;;
JKE3824;2024-06-03;07:17:27;Queda;Ferido;Virgilio Nogueira;;1705;Bom Jardim;;-3.7972682;-38.6115162;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406030133;;;;
MQB6506;2024-06-03;16:10:53;Colisão;Ferido;Coronel De Carvalho;;1423;Barra Do Ceara;;-3.714962;-38.5885165;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406030608;;;;
RZQ2891;2024-06-03;19:05:34;Queda;Ferido;General Osorio De Paiva;;4364;Siqueira;;-3.7958504;-38.5935713;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406030781;;;;
SIB6175;2024-06-03;20:12:10;Queda;Ferido;Avenida Alberto Craveiro;;Não informado;Boa Vista;Não informado;-3.800915070881343;-38.51959365922988;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406030857;;;;
RRX6292;2024-06-04;16:40:50;Queda;Ferido;Rua General Onofre;;850;Mondubim;;-3.8090959;-38.567063;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406040587;;;;
AQX0506;2024-06-04;19:14:29;Queda;Ferido;Guarani;Rua Capitao Theogenes Gondim;Cruzamento;Joao Xxiii;;-3.7768703;-38.5868948;Cruzamento;;Não informado;;Não informado;;SAMU;;2406040722;;;;
EXX2225;2024-06-04;20:18:53;Colisão;Ferido;Rua Coronel De Queiroz;Bernardo Manuel;Cruzamento;Planalto Ayrton Senna;;-3.8359327;-38.562696;Cruzamento;;Não informado;;Não informado;;SAMU;;2406040794;;;;
XUX6869;2024-06-04;22:13:30;Colisão;Ferido;General Osorio De Paiva;;817;Parangaba;;-3.7774883;-38.56951110000001;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406040914;;;;
DGB4171;2024-06-05;13:06:30;Queda;Ferido;Avenida Costa Mendes;;2158;Rodolfo Teofilo;;-3.7459891;-38.55653059999999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406050485;;;;
USI5012;2024-06-05;17:46:29;Colisão;Ferido;Engenheiro Santana Junior;;Não informado;Coco;Não informado;-3.7441454;-38.4880925;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406050733;;;;
QNJ9649;2024-06-05;19:28:45;Colisão;Ferido;Odilon Guimaraes;;3400;Lagoa Redonda;;-3.8165342;-38.4711067;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406050848;;;;
RBZ6378;2024-06-05;22:19:38;Queda;Ferido;Rua Pedro Viana Freire;;Não informado;Canindezinho;Não informado;-3.822544730515969;-38.60759154936722;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406051024;;;;
AOJ6973;2024-06-06;05:58:28;Atropelamento;Ferido;Oaorio De Paiva;;2982;Bonsucesso;;-3.789197399999999;-38.5871014;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406060113;;;;
HTF8063;2024-06-06;07:38:54;Queda;Ferido;Alberto Monteiro  - Caça E Pesca;;Não informado;Não informado;;-3.7679972;-38.4375731;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406060180;;;;
NMM5644;2024-06-07;05:07:02;Colisão;Ferido;Avenida Perimetral;Avenida I;Cruzamento;Prefeito Jose Walter;;-3.8353486;-38.5537971;Cruzamento;;Não informado;;Não informado;;SAMU;;2406070083;;;;
MAR2749;2024-06-07;07:02:11;Colisão;Ferido;Rua Pereira Valente;AV DES MOREIRA;Não informado;Meireles;Não informado;-3.732261599999999;-38.4970679;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406070121;;;;
OOM1549;2024-06-08;01:46:10;Queda;Ferido;Rua Sargento João Pinheiro;;Não informado;Bom Jardim;Não informado;-3.7849758294937463;-38.62339885053599;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406080047;;;;
AEN9971;2024-06-08;06:39:01;Queda;Ferido;Whashington Soares;;10565;Edson Queiroz;;-3.8421887;-38.4807848;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406080140;;;;
INY7012;2024-06-08;07:16:21;Atropelamento;Ferido;Washington Soares;;10509;Messejana;;-3.8372728;-38.480774;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406080153;;;;
HIV2238;2024-06-08;12:21:45;Queda;Ferido;Rua Do Coqueiro;;37;Edson Queiroz;;-3.7704042;-38.47105860000001;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406080387;;;;
KCT2884;2024-06-08;15:36:21;Queda;Ferido;Rua Tulipa;;781;Parque Iracema;;-3.7171745;-38.5805498;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406080595;;;;
HXO6416;2024-06-08;20:17:40;Colisão;Ferido;Maximiano Da Fonseca;;1089;Engenheiro Luciano Cavalcante;Não informado;-3.7703842;-38.4895813;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406080835;;;;
IDV1424;2024-06-09;08:04:09;Queda;Ferido;Manuel Dias Branco;;87;Cais Do Porto;;-3.7210144;-38.4766885;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406090229;;;;
HPY3969;2024-06-09;14:44:58;Queda;Ferido;Avenida C;;205;Aracapé;Municipal;-3.8306792;-38.5880414;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;HPY3969;2406090548;;;;
XEE6723;2024-06-09;18:28:43;Queda;Ferido;Avenida Beira Mar;;Não informado;MUCURIPE;Não informado;-3.725483;-38.49140269999999;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406090741;;;;
KXY7242;2024-06-10;09:22:13;Queda;Ferido;Avenida Jornalista Tomaz Coelho;;Não informado;Messejana;Não informado;-3.8303914359620244;-38.50761482228379;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406100287;;;;
UUG3939;2024-06-10;16:01:00;Atropelamento;Não informado;Rua Egídio De Oliveira;;440;Não informado;Municipal;-3.810594;-38.474918;;Não há Controle;Não informado;;Não informado;;BEST;1603;;;;;
UQG7326;2024-06-11;19:09:12;Queda;Ferido;Rua Placido De Castro;;368;Vila Peri;;-3.7914594;-38.5843384;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406110717;;;;
QSE3637;2024-06-11;20:43:16;Colisão;Ferido;Conego De Castro;;3842;Parque Sao Jose;;-3.8001854;-38.5875165;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406110834;;;;
KXQ0857;2024-06-12;07:01:07;Queda;Ferido;Beira  Mar;;Não informado;Não informado;;-3.7202576;-38.5114501;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406120105;;;;
LGM4660;2024-06-12;16:56:13;Colisão;Ferido;Joao Brigido;Rua Dona Leopoldina;Cruzamento;Joaquim Tavora;;-3.7386523;-38.522189;Cruzamento;;Não informado;;Não informado;;SAMU;;2406120661;;;;
HYP7520;2024-06-12;17:17:21;Queda;Ferido;Timbauba;;89;Pici;;-3.7533259;-38.5700767;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406120684;;;;
AYA4468;2024-06-13;07:57:57;Colisão;Ferido;Imperador;;1107;Centro;;-3.7309398;-38.5355104;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406130189;;;;
NUA9954;2024-06-13;13:46:27;Queda;Ferido;Rua Silvinha Teles;& Rua Canguru;Cruzamento;Conjunto Palmeiras;;-3.847199;-38.52809;Cruzamento;;Não informado;;Não informado;;SAMU;;2406130440;;;;
LXZ3274;2024-06-14;14:45:01;Queda;Ferido;Rua P;;200;Parque Dois Irmaos;;-3.8032735;-38.5511251;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406140552;;;;
BSF4021;2024-06-14;15:13:56;Queda;Ferido;Rua Paraiba;;793;Democrito Rocha;;-3.760134;-38.566686;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406140585;;;;
ODV3369;2024-06-14;18:07:48;Atropelamento;Ferido;Rua Antonio Arruda;;897;Vila Velha;;-3.7155363;-38.5926502;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406140862;;;;
GNO4235;2024-06-14;18:16:54;Colisão;Ferido;BR 116 KM ?;;Não informado;Paupina;;-3.868826;-38.497687;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406140872;;;;
LVT0341;2024-06-15;01:17:36;Queda;Ferido;Rua Doutor Joaquim Frota;;929;Sapiranga;;-3.8011692;-38.4703379;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406150048;;;;
AGZ5709;2024-06-15;17:55:45;Queda;Ferido;RUA C;RUA 4 DE OUTUBRO;4;Mondubim;Não informado;-3.833233574148974;-38.59209374145677;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406150728;;;;
HBR0696;2024-06-15;20:07:55;Queda;Ferido;Beira Mar;Barão De Studart;Cruzamento;Meireles;;-3.7239411;-38.5031173;Cruzamento;;Não informado;;Não informado;;SAMU;;2406150872;;;;
DIB6623;2024-06-15;22:34:38;Colisão;Ferido;Avenida Castelo de Castro;;Não informado;Jangurussu;Não informado;-3.843456629592661;-38.52153555158015;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406151025;;;;
WVI1663;2024-06-16;08:20:00;Colisão Transversal;Ferido;Rua Eduardo Perdigão;Rua Germano Franck;;Não informado;Municipal;-3.7777408111726114;-38.562585592768755;;Semáforo;Não informado;;Não informado;;BEST;1624;;;;;
ZTA6877;2024-06-16;08:21:21;Colisão;Ferido;Rua Germano Franck;RUA EDUARDO PERDIGAO;753;Parangaba;Municipal;-3.777705805370162;-38.56263235834093;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;ZTA6877;2406160232;577323;;;
NXN5410;2024-06-16;09:25:56;Atropelamento;Ferido;Carlos Vasconcelos;;2055;Aldeota;;-3.739931;-38.5130582;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406160277;;;;
YFK6513;2024-06-16;16:57:47;Queda;Ferido;Domingos Olimpio;;1112;Jose Bonifacio;;-3.7357106;-38.5336472;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406160616;;;;
TVO7551;2024-06-16;20:24:26;Colisão;Ferido;Sousa Carvalho;Rua Das Acacias;Cruzamento;Bonsucesso;;-3.782983499999999;-38.5908309;Cruzamento;;Não informado;;Não informado;;SAMU;;2406160788;;;;
MBB2312;2024-06-17;11:00:50;Queda;Ferido;Avenida Alberto Craveiro;;2553;Boa Vista;;-3.801524;-38.5200711;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406170306;;;;
PLZ0205;2024-06-18;08:08:43;Colisão;Ferido;Avenida Filomeno Gomes;;100;Jacarecanga;;-3.7236892;-38.54145980000001;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406180161;;;;
HUM8410;2024-06-19;13:46:47;Colisão;Ferido;Rua Silva Paulet;;233;Meireles;Não informado;-3.7265543134288905;-38.50286038115998;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406190546;;;;
AZR3037;2024-06-19;16:39:36;Colisão;Ferido;Rua Padre Pedro de Alencar;;Não informado;Messejana;Não informado;-3.835299604642327;-38.494214572196505;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406190712;;;;
EHY0604;2024-06-19;16:56:54;Queda;Ferido;Edilson Barros De Oliveira;;130;GUAJERU;Municipal;-3.8361188;-38.4773116;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;EHY0604;2406190721;;;;
HHI1203;2024-06-19;18:47:44;Queda;Ferido;Conego De Castroa;;8820;Canindezinho;;-3.8219075;-38.6043032;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406190852;;;;
PDW1845;2024-06-19;19:05:47;Queda;Ferido;Rua Tres De Maio;;956;Bela Vista;;-3.7506564;-38.56302549999999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406190878;;;;
NNP1448;2024-06-21;07:05:00;Queda;Ferido;Avenida Almirante Henrique Sabóia;Rua Doutor José Augusto Ribeiro;;Não informado;Municipal;-3.7266720199847283;-38.48054523024089;;Não há Controle;Não informado;;Não informado;;BEST;1640;;;;;
YHM2227;2024-06-21;07:35:37;Queda;Ferido;Avenida Almirante Henrique Sabóia;;Não informado;Mucuripe;Não informado;-3.7251775682413575;-38.48058353906715;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406210149;;;;
OPM8675;2024-06-21;08:08:53;Queda;Ferido;Avenida Almirante Henrique Saboia ;RUA JOSE AUGUSTO;Não informado;Mucuripe;Não informado;-3.7265648;-38.4805149;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406210203;;;;
PBV0237;2024-06-21;10:43:02;Queda;Ferido;Major Assis;;1276;Floresta;;-3.7231275;-38.5906737;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406210378;;;;
DEQ9909;2024-06-21;16:58:00;Colisão Transversal;Ferido;Avenida Heráclito Graça;RUA DNA LEOPOLDINA;;ALDEOTA;Municipal;-3.7347542;-38.5207779;T;Semáforo;Comercial;Luz do Dia;Bom;Seca;AMCBO;975946;2406210743;;;;
SGY7148;2024-06-21;21:19:40;Queda;Ferido;Taquari;;491;Granja Portugal;;-3.780827899999999;-38.5856051;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406211083;;;;
YQC5909;2024-06-22;00:14:59;Queda;Ferido;Beira Mar - No Aterrinho;;Não informado;Praia De Iracema;;-3.7204102;-38.5114924;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406220007;;;;
CDE1057;2024-06-22;07:54:15;Queda;Ferido;Avenida Beira Mar;;Não informado;Meireles;Não informado;-3.7245780226407486;-38.50016369091406;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406220193;;;;
FVU7284;2024-06-23;14:47:18;Queda;Ferido;Rua Franco Rocha;;Não informado;Pici;Não informado;-3.754667212003818;-38.58060314912298;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406230579;;;;
RQU3248;2024-06-24;11:10:10;Queda;Ferido;Rua Capitao Vasconcelos;;642;Aerolandia;;-3.7676711;-38.5166767;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406240302;;;;
LDQ0559;2024-06-24;16:40:04;Queda;Ferido;24 De Maio;;580;Centro;;-3.7274692;-38.5322008;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406240596;;;;
ICX2453;2024-06-24;17:48:17;Queda;Ferido;BR 116 KM 4;;Não informado;Cajazeiras;;-3.78767567935239;-38.5110122579928;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406240660;;;;
KCV9274;2024-06-24;18:20:41;Queda;Ferido;Rua Juraci Magalhaes;;61;Planalto Ayrton Senna;;-3.8382092;-38.5681398;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406240695;;;;
YMH5535;2024-06-24;20:16:47;Colisão;Ferido;Bragança;;951;Granja Portugal;;-3.7935641;-38.6018601;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406240811;;;;
ISL9809;2024-06-25;12:50:21;Colisão;Ferido;Rua Professor Miramar da Ponte;;Não informado;Pici;Não informado;-3.754174744715186;-38.58173504672257;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406250343;;;;
KYH7210;2024-06-26;12:01:57;Queda;Ferido;Avenida Pasteur;;Não informado;Carlito Pamplona;Não informado;-3.715065534716011;-38.56013790161129;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2406260365;;;;
AQX8830;2024-06-26;12:35:44;Queda;Ferido;Barao De Sudart;;1020;Aldeota;;-3.7329192;-38.506084;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2406260391;;;;
